sat,lat,lon,rise_time,set_time,incidence_angle,reward
smallsat00,0.3188989512888664,-1.7783565363088383,283.5140030350282,285.9983647518339,0.0,0.007946361138897101
smallsat00,0.34888403945068636,-1.764055186244949,310.445347922311,312.9288806123274,0.0,0.006784925212832397
smallsat00,0.41816165524948495,-1.7220536981693657,373.1277789562284,375.6514846573102,0.0,0.0021493185025875015
smallsat00,0.4188790204786391,-1.7234264170793518,375.6514846573102,376.2752352916875,0.0,0.2539905837202609
smallsat00,0.4635835872332496,-1.73080301625632,413.94217711609724,416.46023926812785,0.0,0.002240543476752267
smallsat00,0.51404212055925,-1.7636926115461393,459.0882346133503,461.58554534754563,0.0,0.003774805838681746
smallsat00,0.7193302255463606,-1.7745352426313514,644.1948822348456,646.7092968937457,0.0,0.0031132297708357094
smallsat00,0.7686392501204119,-1.7357063093502876,689.4019544311585,691.9511789233942,0.0,0.003972202413075983
smallsat00,0.7759090875070367,-1.7522751388184912,695.6143009176814,698.1484094990523,0.0,0.02348188469058753
smallsat00,0.8291383833804545,-1.7703274632443036,743.4908382534908,746.0188698041123,0.0,0.02914523424458018
smallsat00,0.8295056006550734,-1.7755819165837732,746.0188698041123,746.2920498852843,0.0,0.40920290659164343
smallsat00,0.8297345878529351,-1.7802337426391137,746.2920498852843,746.4574884935623,0.0,0.42835130991267845
smallsat00,0.8299586881288912,-1.7699818531458242,746.4574884935623,746.7653887324293,0.0,0.3864549012210283
smallsat00,0.8308549146997902,-1.767271356817477,746.7653887324293,747.6122579554109,0.0,0.3754812601052094
smallsat00,0.8368091054429689,-1.8579028142150387,751.0668786342875,753.6105229272221,0.0,0.2665628892964521
smallsat00,0.8368091054429689,-1.8579097955320465,753.6105229272221,753.6107147874841,0.0,0.26653961062121395
smallsat00,0.8377772046724663,-1.857284845486785,753.6107147874841,754.4669328688615,0.0,0.014599906385528006
smallsat00,0.8743008721709105,-1.8491399872796725,784.6901624905759,787.2268179037791,0.0,0.006342527369191046
smallsat00,0.8853521573681985,-1.8301049901251094,794.3457797448925,796.8739929609649,0.0,0.005511093705012036
smallsat00,0.8948083338022107,-1.8651386874944182,803.5938876326614,806.141374610212,0.0,0.00702900835098235
smallsat00,0.9052804663938094,-1.8220146560038295,812.2717372417543,814.7990354606806,0.0,0.007717712836338541
smallsat00,0.9061503035864187,-1.8182710992912268,814.7990354606806,815.5559369838019,0.0,0.004517308769262441
smallsat00,0.9175581246433039,-1.7506925091593672,823.8869061094312,826.4359232222267,0.0,0.003201486026989945
smallsat00,0.9278182346373708,-1.7329365765471283,833.6566926195976,836.2216091122777,0.0,0.042643084581472125
smallsat00,0.9372152095031551,-1.7501654720851427,841.7108774515342,844.2618464201985,0.0,0.027001826356587627
smallsat00,0.9439686039641151,-1.851248920974735,847.6554438128653,850.1938665428137,0.0,0.0027980557771102744
smallsat00,0.9451073963944563,-1.7612393069363663,850.1938665428137,851.1756585726707,0.0,0.00652884399895067
smallsat00,0.9457382805591742,-1.7549862460120762,851.1756585726707,851.8757917038517,0.0,0.007325195319355162
smallsat00,0.9519884442369054,-1.7739289152492093,854.6639220468319,857.2021623772176,0.0,0.3876914052313503
smallsat00,0.9519335187253458,-1.8430299909941683,857.2021623772176,857.2424292714288,0.0,0.01114858212171086
smallsat00,0.9522114624087266,-1.7708728786355517,857.2424292714288,857.4482191138925,0.0,0.006428200693597543
smallsat00,0.9586820088111072,-1.8157060237961564,860.5361393136324,863.0664735535905,0.0,0.007496956246641564
smallsat00,0.9587941985754259,-1.798079228095272,863.0664735535905,863.1605712737521,0.0,0.003595926029414582
smallsat00,0.9651902019654545,-1.8361330955621096,866.5951946265466,869.129013076431,0.0,0.004247507532683887
smallsat00,0.9654618101036496,-1.8248796314242708,869.129013076431,869.2578832241729,0.0,0.037502066108863884
smallsat00,0.9716040251671456,-1.8359905894286848,872.3944144153585,874.9283662184097,0.0,0.005606663447299771
smallsat00,0.981471680425609,-1.8003002468348972,881.1588511600934,883.6919679373207,0.0,0.17233529248519824
smallsat00,0.988231724591018,-1.820651117525709,887.3051584171444,889.8378256638547,0.0,0.003183071594034617
smallsat00,0.9960804702372367,-1.8029796588492666,894.3839907594157,896.9179995765195,0.0,0.009371535262006053
smallsat00,1.0029798091302466,-1.8627480227515,901.2212397671356,903.7655244050634,0.0,0.3255288949381327
smallsat00,1.011668110506553,-1.7360753766739152,909.5783941345289,912.1444516316287,0.0,0.004523542456641753
smallsat00,1.0198900075468473,-1.779544599383963,916.1276330539728,918.669333046937,0.0,0.0027564113096293923
smallsat00,1.0208795917794362,-1.8357188067575638,918.669333046937,919.5114649921485,0.0,0.0065300537298007815
smallsat00,1.0264624288176676,-1.7934576835024536,921.9545805960626,924.4927839813981,0.0,0.06743369081046567
smallsat00,1.0323668776771646,-1.8420037024874103,927.4430932471419,929.9812036632608,0.0,0.011854560932995873
smallsat00,1.0335759545164829,-1.8369080741098736,929.9812036632608,931.0167276483926,0.0,0.41686507310677456
smallsat00,1.0335783979774356,-1.8368989983977633,931.0167276483926,931.0188442984196,0.0,0.41689401116593255
smallsat00,1.0338171590191083,-1.8310741365521572,931.0188442984196,931.1807087497531,0.0,0.43521133480072494
smallsat00,1.040848305177231,-1.760951292703202,935.4270197994629,937.9784096697097,0.0,0.002718615841420108
smallsat00,1.0496629509380884,-1.7297201965350908,944.2274601291758,946.7994146276071,0.0,0.002329885290319913
smallsat00,1.0563058835106887,-1.7485653891334993,949.7199403484816,952.2791184672235,0.0,0.002757799332287973
smallsat00,1.0616282476113532,-1.7272701556910186,955.156656648665,957.7306061396938,0.0,0.03320384074340042
smallsat00,1.068387576191769,-1.7411050665123116,960.8710659130863,963.4353157458219,0.0,0.005881750021190981
smallsat00,1.0790829538479911,-1.7900875574366082,969.6883587516353,972.2313938268431,0.0,0.006408720142118116
smallsat00,1.0804653942419107,-1.8340884772499835,972.2313938268431,973.4539017334107,0.0,0.0035295935872862215
smallsat00,1.0858497000777279,-1.781290644220951,975.9182501382244,978.4641831689466,0.0,0.0038013297029696248
smallsat00,1.0910908365550043,-1.777290995347203,980.7242117028518,983.2718028062211,0.0,0.01734798803574646
smallsat00,1.091249975676201,-1.8641025378773877,983.2718028062211,983.6118597865639,0.0,0.007421024811802023
smallsat00,1.097608332314264,-1.8930403761281336,987.4896074808257,990.0463698480911,0.0,0.010000858899101326
smallsat00,1.103086763756642,-1.7325180116859153,992.5870011010915,995.1573559118289,0.0,0.012433674139317306
smallsat00,1.1081198046272025,-1.893336802848292,996.99209428983,999.5485860041154,0.0,0.003194909874496245
smallsat00,1.1123876931536885,-1.7255234301756233,1001.2392045629886,1003.8141319494777,0.0,0.26756491540156424
smallsat00,1.1124266489025936,-1.9210720219779516,1003.8141319494777,1004.3548792342032,0.0,0.0021210457172754745
smallsat00,1.11344503106784,-1.7208919546593602,1004.3548792342032,1004.9296577966368,0.0,0.008582312501291977
smallsat00,1.1151287501972393,-1.904621560739619,1004.9296577966368,1006.2166095174923,0.0,0.003045215847973452
smallsat00,1.1156116653479722,-1.7261592536221246,1006.2166095174923,1006.7163030465774,0.0,0.26981527742891387
smallsat00,1.115310421519078,-1.716740409780812,1006.7163030465774,1006.7677299026637,0.0,0.2493636504371351
smallsat00,1.1157207135196376,-1.7121134546673116,1006.7677299026637,1007.310849288232,0.0,0.007363619275860453
smallsat00,1.1167888899284424,-1.7186702203347421,1007.310849288232,1008.038752315352,0.0,0.2538861794862811
smallsat00,1.117008975947119,-1.7185911569196268,1008.038752315352,1008.2410499894797,0.0,0.25378850901868033
smallsat00,1.1177170909312395,-1.7364467827387393,1008.2410499894797,1008.3083436425408,0.0,0.00806461070491497
smallsat00,1.1183080768692573,-1.8838453533100967,1008.3083436425408,1008.5054917325366,0.0,0.017249956024013274
smallsat00,1.1254282697258144,-1.9259121865128754,1013.6830888274119,1016.2557078874127,0.0,0.23446105928283517
smallsat00,1.1266522691302379,-1.7182344116205193,1016.2557078874127,1016.9945038236644,0.0,0.25571601298428426
smallsat00,1.1272338128370025,-1.9205543747751035,1016.9945038236644,1017.6810979057009,0.0,0.2463036193869626
smallsat00,1.137206310023634,-1.7822538739818339,1022.4989659160292,1025.0478374711395,0.0,0.003282780376017343
smallsat00,1.1428324661338995,-1.8997011634189824,1028.5236292787654,1031.0812001790682,0.0,0.0030963884076222505
smallsat00,1.1497181390988676,-1.7626788894099967,1034.154947160087,1036.7108597395259,0.0,0.004946726060337886
smallsat00,1.1503688502038882,-1.7506652471164517,1036.7108597395259,1037.5556695221333,0.0,0.333059077445399
smallsat00,1.150293766139468,-1.7458746673855767,1037.5556695221333,1037.6027822530853,0.0,0.009714799134151615
smallsat00,1.1501548728375934,-1.7398401914968074,1037.6027822530853,1037.6331672898807,0.0,0.30873881885661036
smallsat00,1.1512976097120453,-1.7338742546877621,1037.6331672898807,1038.8363106102893,0.0,0.007134173264157661
smallsat00,1.157527422850699,-1.7076410484590767,1042.7717323366146,1045.356989209078,0.0,0.0024855671442237685
smallsat00,1.1585018750786726,-1.7022409648468206,1045.356989209078,1046.4477002427498,0.0,0.0037235613570051405
smallsat00,1.1766064372089973,-1.716138061749363,1059.7574949576335,1062.3361933679341,0.0,0.00334427718854352
smallsat00,1.2061021001419736,-1.9190440541068892,1086.1992641759764,1088.7606587437451,0.0,0.007099974786235498
smallsat00,1.2171661436960932,-1.8184649355579539,1094.83343880159,1097.3807390167813,0.0,0.0054122816153296255
smallsat00,1.2178706982085383,-1.8033072222432813,1097.3807390167813,1098.0749263429952,0.0,0.0037130467959875096
smallsat00,1.2262028826042675,-1.858642676738251,1103.2104445446669,1105.7583325172197,0.0,0.00292726941600365
smallsat00,1.2364036863103507,-1.8914615163801944,1112.9254305036845,1115.4781667608775,0.0,0.00290003414020607
smallsat00,1.268508354675671,-1.7239864757830234,1142.7787312286882,1145.3487640951066,0.0,0.002803869335030176
smallsat00,1.2419927018141337,1.3613608308128566,1713.5944984032076,1716.1399493798417,0.0,0.32938406974403606
smallsat00,1.241953431905964,1.3616906980414836,1716.1399493798417,1716.1674158010424,0.0,0.3287697797007773
smallsat00,1.1656842889230636,1.206233697967573,1783.2294109857958,1785.7734376442174,0.0,0.3509318692816505
smallsat00,1.1656205844053658,1.217464542638306,1785.7734376442174,1786.0385747761106,0.0,0.37663967910237894
smallsat00,0.8798277539533232,1.2024227715458446,2042.0965256826516,2044.616792772418,0.0,0.03034175491583144
smallsat00,0.8095782515605519,1.3020519771960897,2105.2938177955307,2107.808765284923,0.0,0.35095014946794917
smallsat00,0.7179699857405254,1.1874473229649565,2188.0643484298944,2190.577471334741,0.0,0.27386966375014343
smallsat00,0.713292520798474,1.1832803668291132,2192.186572332004,2194.7039141381365,0.0,0.04726106449628115
smallsat00,0.7086499275348755,1.1779773409765604,2196.239523953075,2198.762580695863,0.0,0.23941145546270748
smallsat00,0.41628109788704554,1.1953833350737746,2460.027200467672,2462.4909496312157,0.0,0.36717830182247857
smallsat00,0.4159857881776081,1.1947880032659195,2462.4909496312157,2462.7518113937513,0.0,0.36411256741462317
smallsat00,0.8705376630509302,-2.173863172095613,6453.972283035616,6456.5103447984775,0.0,0.0028525422163752315
